Time,Input,Output,Reference
0.91,-1,24.79479349,24.79479349
0.915,-1,23.77902685,23.77902685
0.92,-1,22.82694465,22.82694465
0.925,-1,21.88759933,21.88759933
0.93,-1,20.83999048,20.83999048
0.935,-1,19.79238163,19.79238163
0.94,-1,18.70974635,18.70974635
0.945,-1,17.74174303,17.74174303
0.95,-1,16.75463439,16.75463439
0.955,-1,15.7006571,15.7006571
0.96,-1,14.73583801,14.73583801
0.965,-1,13.6786765,13.6786765
0.97,-1,12.71704163,12.71704163
0.975,-1,11.61211679,11.61211679
0.98,-1,10.58998172,10.58998172
0.985,-1,9.500977989,9.500977989
0.99,-1,8.421526926,8.421526926
0.995,-1,7.437602506,7.437602506
1,1,6.453678087,6.453678087
1.005,1,5.501595881,5.501595881
1.01,1,5.14177886,5.14177886
1.015,1,5.001673117,5.001673117
1.02,1,5.25322661,5.25322661
1.025,1,5.616227852,5.616227852
1.03,1,6.339046115,6.339046115
1.035,1,7.039574828,7.039574828
1.04,1,7.606366242,7.606366242
1.045,1,8.593474883,8.593474883
1.05,1,9.465951553,9.465951553
1.055,1,10.45942864,10.45942864
1.06,1,11.46882683,11.46882683
1.065,1,12.40817215,12.40817215
1.07,1,13.31567525,13.31567525
1.075,1,14.35373144,14.35373144
1.08,1,15.31855053,15.31855053
1.085,1,16.33113294,16.33113294
1.09,1,17.41376823,17.41376823
1.095,1,18.34356088,18.34356088
1.1,1,19.45803838,19.45803838
1.105,1,20.3973837,20.3973837
1.11,1,21.56599296,21.56599296
1.115,1,22.40025898,22.40025898
1.12,1,23.50199959,23.50199959
1.125,1,24.43497647,24.43497647
1.13,1,25.59721729,25.59721729
1.135,1,26.57477326,26.57477326
1.14,1,27.63193478,27.63193478
1.145,1,28.64133297,28.64133297
1.15,1,29.40236189,29.40236189
1.155,1,30.54549738,30.54549738
1.16,1,31.61221156,31.61221156
1.165,1,32.54518843,32.54518843
1.17,1,33.65648171,33.65648171
1.175,1,34.60219547,34.60219547
1.18,1,35.79946273,35.79946273
1.185,1,36.69422895,36.69422895
1.19,1,37.71954825,37.71954825
1.195,1,38.71939377,38.71939377
1.2,1,39.78292373,39.78292373
1.205,1,40.77321659,40.77321659
1.21,1,41.76032523,41.76032523
1.215,1,42.87798695,42.87798695
1.22,1,43.96062224,43.96062224
1.225,1,44.95728354,44.95728354
1.23,1,45.90299731,45.90299731
1.235,1,46.90602705,46.90602705
1.24,1,47.97592545,47.97592545
1.245,1,49.05856074,49.05856074
1.25,-1,50.06159048,50.06159048
1.255,-1,50.8512774,50.8512774
1.26,-1,51.18243643,51.18243643
1.265,-1,51.26522618,51.26522618
1.27,-1,51.16969954,51.16969954
1.275,-1,50.71117165,50.71117165
1.28,-1,50.30359131,50.30359131
1.285,-1,49.75590523,49.75590523
1.29,-1,48.9789552,48.9789552
1.295,-1,48.08418898,48.08418898
1.3,-1,47.20215965,47.20215965
1.305,-1,46.22778789,46.22778789
1.31,-1,45.52407496,45.52407496
1.315,-1,44.45736078,44.45736078
1.32,-1,43.54985767,43.54985767
1.325,-1,42.48632772,42.48632772
1.33,-1,41.43553465,41.43553465
1.335,-1,40.41976801,40.41976801
1.34,-1,39.51544913,39.51544913
1.345,-1,38.41370852,38.41370852
1.35,-1,37.40749455,37.40749455
1.355,-1,36.42038591,36.42038591
1.36,-1,35.45556681,35.45556681
1.365,-1,34.38248419,34.38248419
1.37,-1,33.45269154,33.45269154
1.375,-1,32.33821404,32.33821404
1.38,-1,31.27786831,31.27786831
1.385,-1,30.34489143,30.34489143
1.39,-1,29.27180881,29.27180881
1.395,-1,28.4534639,28.4534639
1.4,-1,27.35809173,27.35809173
1.405,-1,26.44103596,26.44103596
1.41,-1,25.32974269,25.32974269
1.415,-1,24.31397605,24.31397605
1.42,-1,23.30457786,23.30457786
1.425,-1,22.17736348,22.17736348
1.43,-1,21.26349193,21.26349193
1.435,-1,20.19677775,20.19677775
1.44,-1,19.20011645,19.20011645
1.445,-1,18.17479715,18.17479715
1.45,-1,17.08897764,17.08897764
1.455,-1,16.101869,16.101869
1.46,-1,15.08291814,15.08291814
1.465,-1,14.01301975,14.01301975
1.47,-1,13.07049021,13.07049021
1.475,-1,11.97193381,11.97193381
1.48,-1,10.85745632,10.85745632
1.485,-1,9.787557917,9.787557917
1.49,-1,8.682633083,8.682633083
1.495,-1,7.641392678,7.641392678
1.5,1,6.689310472,6.689310472
1.505,1,5.781807366,5.781807366
1.51,1,5.469753667,5.469753667
1.515,1,5.43154301,5.43154301
1.52,1,5.492043217,5.492043217
1.525,1,5.963307987,5.963307987
1.53,1,6.539652065,6.539652065
1.535,1,7.230628114,7.230628114
1.54,1,7.861103956,7.861103956
1.545,1,8.78771239,8.78771239
1.55,1,9.63789951,9.63789951
1.555,1,10.68550836,10.68550836
1.56,1,11.69490655,11.69490655
1.565,1,12.69475208,12.69475208
1.57,1,13.50354432,13.50354432
1.575,1,14.62120604,14.62120604
1.58,1,15.52870914,15.52870914
1.585,1,16.53810734,16.53810734
1.59,1,17.50929487,17.50929487
1.595,1,18.62377237,18.62377237
1.6,1,19.62998634,19.62998634
1.605,1,20.58843699,20.58843699
1.61,1,21.75386203,21.75386203
1.615,1,22.6263387,22.6263387
1.62,1,23.64210533,23.64210533
1.625,1,24.62921397,24.62921397
1.63,1,25.73413881,25.73413881
1.635,1,26.78174766,26.78174766
1.64,1,27.85483028,27.85483028
1.645,1,28.7495965,28.7495965
1.65,1,29.57112562,29.57112562
1.655,1,30.6824189,30.6824189
1.66,1,31.78734373,31.78734373
1.665,1,32.7489786,32.7489786
1.67,1,33.83161389,33.83161389
1.675,1,34.78051187,34.78051187
1.68,1,35.95548958,35.95548958
1.685,1,36.79930825,36.79930825
1.69,1,37.85010132,37.85010132
1.695,1,38.89452595,38.89452595
1.7,1,39.86889771,39.86889771
1.705,1,40.92605922,40.92605922
1.71,1,41.95456274,41.95456274
1.715,1,42.98625048,42.98625048
1.72,1,44.07843843,44.07843843
1.725,1,45.09102084,45.09102084
1.73,1,46.03355038,46.03355038
1.735,1,47.08752767,47.08752767
1.74,1,48.15742607,48.15742607
1.745,1,49.22095603,49.22095603
1.75,-1,50.12527491,50.12527491
1.755,-1,50.93725138,50.93725138
1.76,-1,51.31617373,51.31617373
1.765,-1,51.45946369,51.45946369
1.77,-1,51.23338397,51.23338397
1.775,-1,50.77485608,50.77485608
1.78,-1,50.41185484,50.41185484
1.785,-1,49.78456322,49.78456322
1.79,-1,49.00124475,49.00124475
1.795,-1,48.07782054,48.07782054
1.8,-1,47.27539674,47.27539674
1.805,-1,46.25007744,46.25007744
1.81,-1,45.54636451,45.54636451
1.815,-1,44.51786099,44.51786099
1.82,-1,43.58806833,43.58806833
1.825,-1,42.48951194,42.48951194
1.83,-1,41.45463998,41.45463998
1.835,-1,40.41658379,40.41658379
1.84,-1,39.5409229,39.5409229
1.845,-1,38.4710245,38.4710245
1.85,-1,37.42341565,37.42341565
1.855,-1,36.42357013,36.42357013
1.86,-1,35.48104059,35.48104059
1.865,-1,34.39522108,34.39522108
1.87,-1,33.42084932,33.42084932
1.875,-1,32.32547715,32.32547715
1.88,-1,31.29697363,31.29697363
1.885,-1,30.30986499,30.30986499
1.89,-1,29.3004668,29.3004668
1.895,-1,28.46620079,28.46620079
1.9,-1,27.39630239,27.39630239
1.905,-1,26.37735153,26.37735153
1.91,-1,25.36795334,25.36795334
1.915,-1,24.2916865,24.2916865
1.92,-1,23.25999876,23.25999876
1.925,-1,22.14870548,22.14870548
1.93,-1,21.25712349,21.25712349
1.935,-1,20.13946177,20.13946177
1.94,-1,19.14598468,19.14598468
1.945,-1,18.10156005,18.10156005
1.95,-1,17.09853031,17.09853031
1.955,-1,16.05092146,16.05092146
1.96,-1,15.04152327,15.04152327
1.965,-1,13.98436175,13.98436175
1.97,-1,13.07367443,13.07367443
1.975,-1,11.87959139,11.87959139
1.98,-1,10.80014033,10.80014033
1.985,-1,9.679294389,9.679294389
1.99,-1,8.612580212,8.612580212
1.995,-1,7.619103128,7.619103128
2,1,6.625626043,6.625626043
