Time,Input,Output,Reference
0.655,1,45.12090158,30.08060105
0.66,1,46.54902489,31.03268326
0.665,1,48.2589518,32.17263453
0.67,1,49.7014041,33.1342694
0.675,1,51.22505405,34.15003603
0.68,1,52.70094068,35.13396045
0.685,1,54.27713028,36.18475352
0.69,1,55.78167491,37.18778327
0.695,1,57.15725856,38.10483904
0.7,1,58.82897481,39.21931654
0.705,1,60.17112414,40.11408276
0.71,1,61.66133976,41.10755984
0.715,1,63.22320038,42.14880025
0.72,1,64.81371897,43.20914598
0.725,1,66.37080324,44.24720216
0.73,1,67.8801242,45.25341613
0.735,1,69.21272087,46.14181391
0.74,1,70.76502881,47.17668587
0.745,1,72.43196873,48.28797915
0.75,-1,74.05114532,49.36743021
0.755,-1,75.08283306,50.05522204
0.76,-1,75.45061064,50.30040709
0.765,-1,75.54136095,50.3609073
0.77,-1,75.29299167,50.19532778
0.775,-1,74.88700344,49.92466896
0.78,-1,74.28996194,49.52664129
0.785,-1,73.09110257,48.72740171
0.79,-1,71.90657219,47.93771479
0.795,-1,70.65517317,47.10344878
0.8,-1,69.27481319,46.18320879
0.805,-1,68.34342842,45.56228561
0.81,-1,66.86276546,44.57517697
0.815,-1,65.44897115,43.63264743
0.82,-1,64.0160715,42.677381
0.825,-1,62.4112239,41.6074826
0.83,-1,60.92100828,40.61400552
0.835,-1,59.52631929,39.68421286
0.84,-1,58.05998534,38.70665689
0.845,-1,56.48857206,37.65904804
0.85,-1,54.93626412,36.62417608
0.855,-1,53.76128642,35.84085761
0.86,-1,52.01792519,34.67861679
0.865,-1,50.58980187,33.72653458
0.87,-1,49.0613756,32.70758373
0.875,-1,47.59981796,31.73321197
0.88,-1,46.05706268,30.70470845
0.885,-1,44.40922809,29.60615206
0.89,-1,43.16738174,28.77825449
0.895,-1,41.90643005,27.93762003
0.9,-1,40.22038481,26.81358987
0.905,-1,38.73494552,25.82329701
0.91,-1,37.19219024,24.79479349
0.915,-1,35.66854028,23.77902685
0.92,-1,34.24041698,22.82694465
0.925,-1,32.831399,21.88759933
0.93,-1,31.25998572,20.83999048
0.935,-1,29.68857245,19.79238163
0.94,-1,28.06461953,18.70974635
0.945,-1,26.61261455,17.74174303
0.95,-1,25.13195159,16.75463439
0.955,-1,23.55098565,15.7006571
0.96,-1,22.10375702,14.73583801
0.965,-1,20.51801475,13.6786765
0.97,-1,19.07556245,12.71704163
0.975,-1,17.41817519,11.61211679
0.98,-1,15.88497258,10.58998172
0.985,-1,14.25146698,9.500977989
0.99,-1,12.63229039,8.421526926
0.995,-1,11.15640376,7.437602506
1,1,9.680517131,6.453678087
1.005,1,8.252393822,5.501595881
1.01,1,7.71266829,5.14177886
1.015,1,7.502509676,5.001673117
1.02,1,7.879839915,5.25322661
1.025,1,8.424341778,5.616227852
1.03,1,9.508569173,6.339046115
1.035,1,10.55936224,7.039574828
1.04,1,11.40954936,7.606366242
1.045,1,12.89021232,8.593474883
1.05,1,14.19892733,9.465951553
1.055,1,15.68914296,10.45942864
1.06,1,17.20324025,11.46882683
1.065,1,18.61225823,12.40817215
1.07,1,19.97351288,13.31567525
1.075,1,21.53059716,14.35373144
1.08,1,22.9778258,15.31855053
1.085,1,24.49669941,16.33113294
1.09,1,26.12065235,17.41376823
1.095,1,27.51534132,18.34356088
1.1,1,29.18705757,19.45803838
1.105,1,30.59607555,20.3973837
1.11,1,32.34898944,21.56599296
1.115,1,33.60038847,22.40025898
1.12,1,35.25299939,23.50199959
1.125,1,36.65246471,24.43497647
1.13,1,38.39582594,25.59721729
1.135,1,39.86215989,26.57477326
1.14,1,41.44790217,27.63193478
1.145,1,42.96199946,28.64133297
1.15,1,44.10354284,29.40236189
1.155,1,45.81824607,30.54549738
1.16,1,47.41831734,31.61221156
1.165,1,48.81778265,32.54518843
1.17,1,50.48472257,33.65648171
1.175,1,51.90329321,34.60219547
1.18,1,53.6991941,35.79946273
1.185,1,55.04134343,36.69422895
1.19,1,56.57932238,37.71954825
1.195,1,58.07909066,38.71939377
1.2,1,59.6743856,39.78292373
1.205,1,61.15982489,40.77321659
1.21,1,62.64048785,41.76032523
1.215,1,64.31698043,42.87798695
1.22,1,65.94093336,43.96062224
1.225,1,67.43592531,44.95728354
1.23,1,68.85449597,45.90299731
1.235,1,70.35904058,46.90602705
1.24,1,71.96388818,47.97592545
1.245,1,73.58784111,49.05856074
1.25,-1,75.09238572,50.06159048
1.255,-1,76.2769161,50.8512774
1.26,-1,76.77365465,51.18243643
1.265,-1,76.89783927,51.26522618
1.27,-1,76.75454931,51.16969954
1.275,-1,76.06675748,50.71117165
1.28,-1,75.45538697,50.30359131
1.285,-1,74.63385785,49.75590523
1.29,-1,73.4684328,48.9789552
1.295,-1,72.12628347,48.08418898
1.3,-1,70.80323948,47.20215965
1.305,-1,69.34168184,46.22778789
1.31,-1,68.28611244,45.52407496
1.315,-1,66.68604117,44.45736078
1.32,-1,65.32478651,43.54985767
1.325,-1,63.72949158,42.48632772
1.33,-1,62.15330198,41.43553465
1.335,-1,60.62965202,40.41976801
1.34,-1,59.2731737,39.51544913
1.345,-1,57.62056278,38.41370852
1.35,-1,56.11124183,37.40749455
1.355,-1,54.63057887,36.42038591
1.36,-1,53.18335022,35.45556681
1.365,-1,51.57372629,34.38248419
1.37,-1,50.17903731,33.45269154
1.375,-1,48.50732106,32.33821404
1.38,-1,46.91680247,31.27786831
1.385,-1,45.51733715,30.34489143
1.39,-1,43.90771322,29.27180881
1.395,-1,42.68019585,28.4534639
1.4,-1,41.0371376,27.35809173
1.405,-1,39.66155394,26.44103596
1.41,-1,37.99461404,25.32974269
1.415,-1,36.47096408,24.31397605
1.42,-1,34.95686679,23.30457786
1.425,-1,33.26604522,22.17736348
1.43,-1,31.8952379,21.26349193
1.435,-1,30.29516663,20.19677775
1.44,-1,28.80017468,19.20011645
1.445,-1,27.26219573,18.17479715
1.45,-1,25.63346646,17.08897764
1.455,-1,24.1528035,16.101869
1.46,-1,22.62437721,15.08291814
1.465,-1,21.01952963,14.01301975
1.47,-1,19.60573532,13.07049021
1.475,-1,17.95790072,11.97193381
1.48,-1,16.28618448,10.85745632
1.485,-1,14.68133688,9.787557917
1.49,-1,13.02394962,8.682633083
1.495,-1,11.46208902,7.641392678
1.5,1,10.03396571,6.689310472
1.505,1,8.672711049,5.781807366
1.51,1,8.204630501,5.469753667
1.515,1,8.147314515,5.43154301
1.52,1,8.238064826,5.492043217
1.525,1,8.944961981,5.963307987
1.53,1,9.809478098,6.539652065
1.535,1,10.84594217,7.230628114
1.54,1,11.79165593,7.861103956
1.545,1,13.18156859,8.78771239
1.55,1,14.45684927,9.63789951
1.555,1,16.02826254,10.68550836
1.56,1,17.54235983,11.69490655
1.565,1,19.04212812,12.69475208
1.57,1,20.25531648,13.50354432
1.575,1,21.93180906,14.62120604
1.58,1,23.29306371,15.52870914
1.585,1,24.80716101,16.53810734
1.59,1,26.26394231,17.50929487
1.595,1,27.93565856,18.62377237
1.6,1,29.44497951,19.62998634
1.605,1,30.88265549,20.58843699
1.61,1,32.63079305,21.75386203
1.615,1,33.93950805,22.6263387
1.62,1,35.463158,23.64210533
1.625,1,36.94382096,24.62921397
1.63,1,38.60120822,25.73413881
1.635,1,40.17262149,26.78174766
1.64,1,41.78224542,27.85483028
1.645,1,43.12439475,28.7495965
1.65,1,44.35668843,29.57112562
1.655,1,46.02362835,30.6824189
1.66,1,47.6810156,31.78734373
1.665,1,49.1234679,32.7489786
1.67,1,50.74742084,33.83161389
1.675,1,52.17076781,34.78051187
1.68,1,53.93323437,35.95548958
1.685,1,55.19896238,36.79930825
1.69,1,56.77515198,37.85010132
1.695,1,58.34178893,38.89452595
1.7,1,59.80334657,39.86889771
1.705,1,61.38908883,40.92605922
1.71,1,62.93184411,41.95456274
1.715,1,64.47937572,42.98625048
1.72,1,66.11765765,44.07843843
1.725,1,67.63653126,45.09102084
1.73,1,69.05032557,46.03355038
1.735,1,70.63129151,47.08752767
1.74,1,72.23613911,48.15742607
1.745,1,73.83143405,49.22095603
1.75,-1,75.18791237,50.12527491
1.755,-1,76.40587707,50.93725138
1.76,-1,76.9742606,51.31617373
1.765,-1,77.18919554,51.45946369
1.77,-1,76.85007596,51.23338397
1.775,-1,76.16228412,50.77485608
1.78,-1,75.61778226,50.41185484
1.785,-1,74.67684483,49.78456322
1.79,-1,73.50186713,49.00124475
1.795,-1,72.11673081,48.07782054
1.8,-1,70.91309511,47.27539674
1.805,-1,69.37511616,46.25007744
1.81,-1,68.31954677,45.54636451
1.815,-1,66.77679149,44.51786099
1.82,-1,65.3821025,43.58806833
1.825,-1,63.73426791,42.48951194
1.83,-1,62.18195997,41.45463998
1.835,-1,60.62487569,40.41658379
1.84,-1,59.31138435,39.5409229
1.845,-1,57.70653675,38.4710245
1.85,-1,56.13512348,37.42341565
1.855,-1,54.6353552,36.42357013
1.86,-1,53.22156089,35.48104059
1.865,-1,51.59283162,34.39522108
1.87,-1,50.13127398,33.42084932
1.875,-1,48.48821573,32.32547715
1.88,-1,46.94546045,31.29697363
1.885,-1,45.46479749,30.30986499
1.89,-1,43.9507002,29.3004668
1.895,-1,42.69930119,28.46620079
1.9,-1,41.09445359,27.39630239
1.905,-1,39.5660273,26.37735153
1.91,-1,38.05193001,25.36795334
1.915,-1,36.43752975,24.2916865
1.92,-1,34.88999814,23.25999876
1.925,-1,33.22305822,22.14870548
1.93,-1,31.88568524,21.25712349
1.935,-1,30.20919266,20.13946177
1.94,-1,28.71897702,19.14598468
1.945,-1,27.15234008,18.10156005
1.95,-1,25.64779547,17.09853031
1.955,-1,24.07638219,16.05092146
1.96,-1,22.56228491,15.04152327
1.965,-1,20.97654263,13.98436175
1.97,-1,19.61051165,13.07367443
1.975,-1,17.81938709,11.87959139
1.98,-1,16.2002105,10.80014033
1.985,-1,14.51894158,9.679294389
1.99,-1,12.91887032,8.612580212
1.995,-1,11.42865469,7.619103128
2,1,9.938439065,6.625626043
